Merk,Model,Cilinderinhoud (cc),Bouwjaar,Brandstof,Kilometerstand,Vermogen (kW),Vermogen (pk)
Toyota,RAV4,2800,05/2002,elektrisch,127879,65,87
Chevrolet,Silverado,2500,03/2001,biodiesel,7255,213,286
BMW,i3,2800,05/2003,lpg,138927,298,400
Honda,CR-V,1100,01/2005,elektrisch,168709,75,101
Volkswagen,Tiguan,2700,08/1995,lpg,266298,283,380
Volvo,V90,2200,09/2006,diesel,242313,118,158
Ferrari,Roma,2300,11/2011,benzine,82587,218,292
Chevrolet,Impala,2500,04/2021,benzine,284834,187,251
Ford,Mumtanm,3300,05/2000,benzine,284023,70,94
Hyundai,Santa Fe,1200,08/1995,elektrisch,143039,270,362
Tesla,Model X,3100,06/2013,elektrisch,239508,200,268
Hyundai,Genesis,3000,02/1998,diesel,7126,193,259
Ford,Escape,1900,01/2018,lpg,79582,219,294
Subaru,Ascent,3500,12/2021,diesel,242643,344,461
Mitsubishi,Mirage,3200,09/2000,diesel,219862,50,67
Renault,Clio,1400,09/2015,diesel,-1,63,84
Peugeot,2008,1500,06/2015,benzine,1000010,134,180
Ranjult,Megane,1300,03/2023,diesel,23635,311,417
Porsche,Panamera,1800,11/1991,benzine,275014,314,421
Kia,Optima,1500,12/2017,diesel,244023,261,350
Mitsubishi,Triton,1500,01/2015,lpg,116092,68,91
Subaru,WRX,1300,01/2016,benzine,247558,164,220
Mitsubishi,Eclipse Cross,2100,11/2013,diesel,200122,324,434
Ford,Edge,1200,06/2023,elektrisch,222267,287,385
Mercedes-Benz,GLE,3400,01/2003,lpg,110477,190,255
Volvo,V60,1200,01/1998,benzine,145254,180,241
Mercedes-Benz,GLC,3400,09/1987,elektrisch,129811,395,530
Lamborghini,Huracan,2700,01/1996,diesel,30791,55,74
Jeep,Renegade,2700,02/2009,biodiesel,269347,359,481
Mazda,CX-5,2600,06/1993,diesel,72198,357,479
Lamborghini,Murcielago,3400,01/2016,elektrisch,222916,232,311
Jeep,Gladiator,3400,06/2011,benzine,281503,387,519
Mazda,CX-5,2800,02/1992,elektrisch,68778,362,485
Toyota,Prius,3200,08/2005,benzine,-1,198,266
Fiat,Doblo,1400,09/2022,elektrisch,69491,54,72
Honda,Ridgeline,4800,05/2004,diesel,152081,275,369
Nissan,Rogue,1300,11/2006,diesel,1000010,291,390
Chevrolet,Malibu,3100,01/2014,lpg,92696,147,197
Volvo,XC90,2000,04/1952,benzine,200912,196,263
Renault,Zoe,2900,08/1990,diesel,26099,317,425
Volkswagen,Jetta,1400,03/1993,diesel,231915,269,361
Ferrari,SF90 Stradale,1400,04/1992,lpg,140201,123,165
Tesla,Cybertruck,3100,03/2020,benzine,247808,63,84
Jeep,Compass,3600,12/2016,elektrisch,219508,164,220
Tesla,Model 3,1200,04/2015,benzine,16561,82,110
Volvo,C40,1500,06/2011,diesel,248392,210,282
Subaru,Forester,2900,06/2012,diesel,38133,370,496
Toyota,Hilux,3500,09/1996,benzine,202704,110,148
Alfa Romeo,Giulietta,3000,11/2021,lpg,61329,340,456
Ford,Fusion,1900,07/2014,lpg,68514,347,465
Volkswagen,Polo,3300,09/1999,diesel,52755,134,180
Toyota,4Runner,4800,03/2022,diesel,215834,231,310
Kia,Telluride,1300,09/2018,benzine,295246,101,135
Honda,Ridgeline,1100,10/2003,elektrisch,194947,199,267
Nissan,Murano,2300,01/2003,diesel,193259,338,453
BMW,X1,3400,02/2001,elektrisch,178572,79,106
Chevrolet,Suburban,2600,04/1991,diesel,-1,161,216
Peugeot,3008,1800,01/1997,elektrisch,299082,389,522
Lamborghini,Urus,2100,08/2010,elektrisch,167785,390,523
Alfa Romeo,Stelvio,2400,04/2014,benzine,15831,361,484
Toyota,4Runner,1500,05/2021,diesel,239175,279,374
Volvo,V90,2800,11/2001,elektrisch,243008,361,484
Volvo,S90,2000,02/1948,elektrisch,3713,245,329
Subaru,Crosstrek,3000,08/2002,diesel,211483,238,319
Fiat,Panda,1200,09/2018,diesel,133297,64,86
Chevrolet,Camaro,2700,01/2014,lpg,224717,187,251
Alfa Romeo,4C,1200,05/2024,diesel,293223,239,320
Ferrari,SF90 Stradale,2200,07/2024,lpg,180764,353,473
BMW,Z4,3200,11/2012,lpg,242596,254,341
Audi,TT,1600,07/2010,lpg,157858,368,493
Audi,A3,2800,05/2004,benzine,29824,337,452
Mercedes-Benz,A-Class,2100,09/2024,benzine,298969,396,531
Honda,Pilot,3000,04/1994,diesel,108452,105,141
Ford,Mustang,2000,05/1993,elektrisch,188639,276,370
Renault,Zoe,2900,06/2013,lpg,16759,134,180
Renault,Kadjar,3100,04/2003,elektrisch,235928,45,60
Volkswagen,Jetta,2900,07/2001,diesel,1000010,97,130
Volkswagen,Beetle,3500,03/1996,elektrisch,156272,345,463
Mercedes-Benz,GLC,2400,08/2012,elektrisch,170362,86,115
Kia,Niro,1400,02/2005,diesel,273670,342,459
BMW,X3,2200,11/1998,diesel,211789,309,414
Mazda,CX-30,2600,04/2006,lpg,104461,205,275
Lamborghini,Veneno,1500,01/1995,diesel,232268,290,389
Fiat,500,1800,10/1990,elektrisch,223461,301,404
Chevrolet,Impala,3300,07/2015,elektrisch,1000010,299,401
Chevrolet,Camaro,3000,09/2024,lpg,214042,330,443
Fiat,500,3600,04/2002,benzine,7640,334,448
Toyota,Highlander,3600,06/2022,elektrisch,135428,232,311
Nissan,Altima,2500,11/1998,diesel,113751,247,331
Renault,Koleos,2800,09/2012,lpg,139176,343,460
Jeep,Gladiator,2800,06/2018,elektrisch,186196,71,95
Audi,Q5,3000,12/2012,elektrisch,224912,51,68
Honda,Accord,2100,10/1993,diesel,174310,94,126
Toyota,Camry,1600,12/1999,lpg,204343,261,350
Chevrolet,Colorado,1800,12/2008,benzine,222444,379,508
Nissan,Rogue,1400,12/2012,benzine,170744,325,436
Renault,Megane,2800,08/2015,elektrisch,76255,110,148
Porsche,Taycan,1000,08/2023,benzine,297547,225,302
Renault,Captur,1500,05/2024,benzine,244245,91,122
Toyota,Tacoma,2200,04/2018,elektrisch,85815,144,193
Nissan,Murano,1700,06/1995,diesel,203883,90,121
Ferrari,Roma,4800,01/1998,lpg,156443,112,150
Kia,Optima,1300,12/2022,benzine,188248,207,278
Kia,Seltos,1700,01/2024,diesel,1000010,293,393
Honda,Odyssey,2900,01/2020,diesel,-1,250,335
Porsche,Cayenne,2800,11/2007,diesel,205206,287,385
Volvo,XC60,2700,12/2005,diesel,1000010,174,233
Jeep,Patriot,1700,07/2014,diesel,267332,355,476
Peugeot,208,1300,02/2007,benzine,82973,358,480
Nissan,Pathfinder,2500,12/1995,elektrisch,173169,275,369
Peugeot,208,3500,10/1990,diesel,4612,70,94
Mitsubishi,Lancer,1800,08/2005,lpg,84660,171,229
Honda,Civic,1200,01/1991,elektrisch,172999,282,378
Lamborghini,Gallardo,2500,02/2016,diesel,131768,252,338
Nissan,Titan,1200,11/2000,benzine,198735,393,527
Renault,Twingo,2400,02/1994,lpg,230709,312,418
Lamborghini,Aventador,1500,07/1997,lpg,204881,326,437
Fiat,yjndv,2500,07/2014,elektrisch,63672,116,156
Chevrolet,Colorado,2300,08/1994,lpg,297310,272,365
Renault,Koleos,1100,11/1996,elektrisch,25846,284,381
Alfa Romeo,Giulia,3400,01/1993,benzine,150603,120,161
Tesla,Model 3,2900,01/2015,lpg,110404,200,268
Ford,Escape,1100,02/1991,biodiesel,30286,97,130
Ferrari,Portofino,1500,08/2005,benzine,86524,378,507
Volvo,S90,1200,07/2016,biodiesel,26969,192,257
Ferrari,812 Superfast,3300,03/2023,biodiesel,22821,133,178
Alfa Romeo,Giulietta,2600,03/2010,benzine,264575,57,76
Volvo,C40,2400,12/2008,benzine,47186,273,366
Porsche,718 Cayman,1900,08/1996,benzine,104846,201,270
Volvo,V60,2500,09/2004,diesel,100249,185,248
Volkswagen,Rumplumplum,1100,03/2020,diesel,226576,179,240
Volkswagen,Tiguan,1700,06/2014,diesel,207869,200,268
Chevrolet,Malibu,3200,06/1993,elektrisch,31633,374,502
Honda,Passport,1400,04/1995,elektrisch,67078,127,170
Mazda,CX-5,3200,08/2007,lpg,229823,95,127
Ferrari,488,2300,04/2021,lpg,102646,63,84
Audi,Q8,2200,07/2023,benzine,116115,227,304
Hyundai,Veloster,1000,12/2015,lpg,241419,84,113
Volkswagen,ID.4,3100,11/2013,elektrisch,-1,349,468
Mercedes-Benz,S-Class,2200,07/2015,lpg,158191,160,215
Renault,Clio,3000,03/2011,diesel,126992,334,448
Lamborghini,Veneno,2500,09/2003,elektrisch,261730,173,232
Porsche,Rumplumplum,1400,10/1990,diesel,241675,68,91
Volvo,XC90,1400,08/2016,diesel,49663,343,460
Volvo,S60,1700,10/1994,lpg,-1,258,346
Renault,Zoe,3400,10/1999,diesel,130589,199,267
BMW,5 Series,2700,11/1985,elektrisch,205397,183,245
Alfa Romeo,4C,2800,10/1992,diesel,257,354,475
Renault,Clio,2800,06/2018,lpg,273616,372,499
BMW,X7,3100,11/2000,diesel,2937,98,131
Tesla,Model 3,2600,11/2019,benzine,92647,230,308
Ferrari,F8 Tributo,1200,06/2011,benzine,271105,222,298
Alfa Romeo,Spider,1000,01/2017,diesel,83249,352,472
Toyota,Tacoma,1600,12/2013,benzine,21949,185,248
Hyundai,Veloster,3400,07/2023,lpg,146105,50,67
Toyota,Highlander,2400,05/1998,diesel,-1,316,424
Volkswagen,Passat,1500,11/1990,benzine,42835,216,290
Audi,A6,3100,02/2004,diesel,226830,285,382
Kia,Soul,3000,06/2000,diesel,200453,335,449
Renault,Kadjar,1800,10/2024,lpg,214156,129,173
Chevrolet,Colorado,2400,08/2009,elektrisch,1000010,326,437
Porsche,Macan,2200,02/2014,diesel,287979,131,176
Lamborghini,Urus,3600,11/2000,diesel,287291,282,378
Ferrari,Portofino,3100,09/1990,benzine,124154,44,59
Honda,Pilot,3100,11/1996,diesel,76960,228,306
Mitsubishi,Triton,1200,10/2007,elektrisch,47888,331,444
Chevrolet,Impala,2200,10/2020,diesel,277978,135,181
Chevrolet,Malibu,2200,06/1990,elektrisch,47130,374,502
Peugeot,508,2000,07/2017,benzine,161388,118,158
Hyundai,Santa Fe,3400,02/2022,benzine,122359,159,213
Volvo,V60,2300,01/1990,elektrisch,52581,58,78
Jeep,Wrangler,2900,09/2013,elektrisch,169754,154,207
Honda,Civic,1400,12/1991,elektrisch,263171,193,259
Lamborghini,Reventon,3400,04/2024,lpg,10170,236,316
Ford,Mustang,1700,11/2012,diesel,246507,51,68
Mercedes-Benz,AMG GT,1800,02/2006,diesel,134652,123,165
Mercedes-Benz,GLE,2800,11/1992,elektrisch,230204,276,370
Kia,Carnival,2800,05/2014,benzine,42520,301,404
Honda,Civic,3300,07/2015,elektrisch,160877,389,522
Ford,Explorer,1400,05/2024,benzine,193427,111,149
Renault,Koleos,2600,12/2003,diesel,51548,277,371
Mercedes-Benz,GLS,2400,06/1992,lpg,32504,196,263
Renault,Koleos,2500,04/1999,lpg,173797,64,86
Nissan,Altima,3400,04/2016,benzine,263818,315,422
Peugeot,2008,1600,12/2015,diesel,107273,289,388
Chevrolet,Equinox,1900,04/2010,elektrisch,108656,85,114
Mitsubishi,Eclipse Cross,2300,09/2003,lpg,89651,397,532
Jeep,Compass,2800,11/2016,lpg,62778,390,523
Porsche,911,3000,06/1959,diesel,285379,336,451
Kia,Carnival,1800,09/2011,lpg,151349,304,408
Renault,Twingo,1400,05/2023,benzine,247232,283,380
Renault,Koleos,2500,04/2010,elektrisch,195663,288,386
Mitsubishi,Mirage,1000,12/2021,elektrisch,224582,298,400
Jeep,Grand Cherokee,2600,09/1996,lpg,123223,110,148
Mercedes-Benz,GLE,1700,10/1995,lpg,36842,383,514
Alfa Romeo,Stelvio,1100,07/2009,benzine,215987,149,200
Ford,Mustang,2500,09/2004,lpg,249221,231,310
BMW,X3,2600,11/1996,benzine,98765,258,346
Kia,Seltos,3200,03/2016,benzine,138008,46,62
Audi,A6,2500,02/1991,diesel,254385,175,235
Subaru,Legacy,1900,10/2015,elektrisch,92894,216,290
BMW,X3,2300,03/1970,elektrisch,282828,99,133
Lamborghini,Aventador,2400,06/2011,benzine,254420,297,398
Subaru,Ascent,3000,03/2013,elektrisch,235343,171,229
Chevrolet,Silverado,2900,07/2014,elektrisch,83985,293,393
Audi,e-tron,3600,11/2004,benzine,30564,321,430
Lamborghini,Gallardo,1700,09/1993,diesel,261121,65,87
Audi,Q7,1500,07/1995,lpg,175893,156,209
Audi,e-tron,4800,07/1993,elektrisch,17964,345,463
Hyundai,Tucson,3300,09/2010,lpg,245151,243,326
Toyota,Yaris,2200,10/2014,lpg,206762,321,430
Subaru,BRZ,1800,03/1995,diesel,218906,398,534
Jeep,Rumplumplum,3000,05/2003,benzine,259313,290,389
Jeep,Cherokee,3300,01/1995,elektrisch,105775,364,488
Mazda,Mazda6,2400,04/2003,diesel,219469,353,473
Tesla,Model 3,1300,12/2017,benzine,143880,314,421
Mitsubishi,Eclipse Cross,2700,04/2001,benzine,271867,216,290
Chevrolet,Tahoe,3300,03/2019,diesel,239668,193,259
Mazda,CX-3,2800,11/1997,benzine,235598,310,416
Honda,Civic,3100,02/2019,benzine,108597,93,125
Fiat,Punto,2800,07/2024,diesel,63111,234,314
Mercedes-Benz,GLA,3000,04/2005,benzine,198178,268,359
Alfa Romeo,Spider,2300,03/2019,lpg,226088,269,361
Tesla,Cybertruck,1600,03/2010,benzine,235061,324,434
Subaru,Legacy,4800,04/2018,diesel,233642,92,123
Ford,Fusion,1700,08/2000,benzine,216931,315,422
Kia,Telluride,3100,06/2016,elektrisch,254420,72,97
Jeep,Renegade,3300,02/2007,diesel,160428,263,353
Audi,Rumplumplum,1000,08/1997,lpg,111956,263,353
BMW,7 Series,2400,12/2023,elektrisch,112539,195,261
sercepes-Benz,GLE,2600,04/2024,elektrisch,58843,131,176
Kia,Niro,3000,10/2009,lpg,59295,351,471
Mitsubishi,Outlander,1500,08/1997,elektrisch,31021,400,536
Ferrari,Roma,2300,03/1996,diesel,1000010,137,184
Ford,Bronco,1600,09/1996,diesel,160091,348,467
Lamborghini,Aventador,1700,01/1998,elektrisch,188069,257,345
Mitsubishi,Mirage,1400,10/2016,elektrisch,245926,387,519
Ford,F-150,1200,06/2018,lpg,106779,102,137
Renault,Clio,1300,12/2003,elektrisch,231428,56,75
Audi,TT,1800,08/1994,benzine,90471,307,412
Fiat,Punto,2600,12/1996,elektrisch,238146,156,209
Mitsubishi,Outlander,1200,07/2018,lpg,64977,392,526
Ford,Explorer,2600,03/1990,diesel,224029,215,288
Toyota,4Runner,2000,11/2015,diesel,20674,67,90
Peugeot,3008,3400,04/2020,biodiesel,204589,377,506
Alfa Romeo,Giulia,2200,04/2002,lpg,124389,84,113
Ford,F-150,2700,08/1993,diesel,36189,95,127
Volvo,XC60,4800,01/2022,benzine,252006,109,146
Peugeot,308,2100,08/1990,benzine,174264,259,347
Mitsubishi,Lancer,3300,01/1992,lpg,61504,48,64
Honda,HR-V,2700,11/2006,diesel,33042,222,298
Porsche,Cayenne,2600,03/1998,diesel,261559,65,87
Honda,Insight,3400,09/1996,diesel,198517,158,212
Chevrolet,Impala,1500,01/2011,diesel,23828,306,410
Ford,Fusion,1400,12/1940,benzine,39189,302,405
Lamborghini,Urus,1200,07/2002,elektrisch,159981,205,275
Chevrolet,Suburban,1900,11/2014,lpg,101484,301,404
Mitsubishi,Triton,1700,10/1992,lpg,136419,100,134
Mercedes-Benz,C-Class,3200,08/2019,elektrisch,273367,331,444
Jeep,Grand Cherokee,2300,01/2020,lpg,151498,323,433
Mazda,CX-9,1000,02/1993,benzine,102770,269,361
Peugeot,3008,3500,01/2022,elektrisch,111962,77,103
Porsche,Rumplumplum,3000,10/2000,diesel,242210,224,300
BMW,X3,1600,08/2001,benzine,114557,197,264
Mazda,CX-3,3200,08/2012,diesel,192533,42,56
Volvo,XC90,1700,02/2020,benzine,265235,120,161
Subaru,Crosstrek,3400,04/2019,lpg,174026,240,322
Lamborghini,Veneno,2900,01/1996,lpg,282797,52,70
Chevrolet,Malibu,3100,07/1996,benzine,159529,159,213
Subaru,BRZ,2000,12/2004,benzine,221534,387,519
Kia,Telluride,1400,12/2022,elektrisch,219756,288,386
Hyundai,Rumplumplum,2100,06/2018,benzine,136528,376,504
Ford,Fusion,2200,07/2016,benzine,7586,371,498
Jeep,Grand Cherokee,1200,03/2009,lpg,100809,40,54
Honda,Passport,1600,05/2020,elektrisch,163779,78,105
Peugeot,208,3300,08/2009,lpg,255908,217,291
Ford,F-150,4800,11/1998,benzine,50624,354,475
Subaru,Crosstrek,3300,02/2013,benzine,99539,118,158
Lamborghini,Murcielago,1500,10/2006,elektrisch,13826,114,153
Honda,Accord,4800,02/2011,elektrisch,233265,260,349
Ford,Explorer,3300,07/2019,lpg,183194,357,479
Peugeot,3008,1300,07/2016,benzine,111876,301,404
Honda,Accord,3300,10/2007,diesel,204916,170,228
Jeep,Cherokee,2400,05/2005,elektrisch,23694,127,170
Audi,Q5,1900,12/1994,lpg,50836,233,312
Nissan,Sentra,1700,11/2004,benzine,124439,254,341
Audi,A3,2300,09/1996,lpg,153167,319,428
Lamborghini,Reventon,3200,06/2024,elektrisch,245281,398,534
Mazda,CX-30,2900,07/1995,diesel,257315,251,337
Chevrolet,Suburban,1500,07/1993,benzine,11898,332,445
Volvo,XC60,1700,02/1993,benzine,-1,397,532
Ford,Fusion,1700,05/2011,diesel,197371,350,469
Honda,Odyssey,2900,09/2023,benzine,238415,54,72
Porsche,718 Boxster,2200,03/1990,lpg,125268,341,457
BMW,5 Series,2800,10/2002,lpg,144527,108,145
Kia,Carnival,1900,09/1998,lpg,1000010,105,141
Volkswagen,Golf,1900,02/2023,benzine,233507,341,457
Chevrolet,Trailblazer,3400,09/2014,lpg,-1,250,335
Toyota,Highlander,1100,02/1979,lpg,159438,277,371
Mitsubishi,Eclipse Cross,1600,09/2006,lpg,54005,170,228
Honda,Civic,1200,08/2000,diesel,7981,213,286
Hyundai,Genesis,3600,06/2007,elektrisch,29631,44,59
Volkswagen,ID.4,2200,11/2016,benzine,118425,301,404
Chevrolet,Malibu,3300,01/1999,elektrisch,155003,391,524
Jeep,Grand Cherokee,3100,07/1994,elektrisch,201351,217,291
Fiat,Fiorino,1100,12/1994,lpg,54081,397,532
Audi,A6,2300,08/2003,lpg,129172,159,213
Alfa Romeo,Giulia,2500,09/2017,diesel,271612,140,188
Lamborghini,Veneno,2900,03/2012,elektrisch,114369,55,74
Mitsubishi,Pajero,3400,03/1998,biodiesel,98484,65,87
Porsche,718 Cayman,4800,07/1991,elektrisch,56624,370,496
Toyota,RAV4,1400,01/2017,elektrisch,296180,77,103
BMW,X7,1500,03/2008,benzine,185120,181,243
Hyundai,Kona,1900,12/1992,elektrisch,-1,391,524
Peugeot,508,1600,01/1994,diesel,252091,106,142
Jeep,Grand Cherokee,3400,01/2003,benzine,233353,185,248
Audi,e-tron,1500,12/2016,benzine,208871,341,457
Volvo,XC90,2400,05/1991,diesel,180378,82,110
Honda,Odyssey,3100,06/2019,lpg,1000010,220,295
Subaru,WRX,3300,09/2020,benzine,265919,67,90
Mercedes-Benz,S-Class,1500,09/2003,lpg,-1,72,97
Renault,Clio,1900,04/2013,benzine,17060,119,160
Porsche,718 Boxster,1900,07/2015,diesel,293158,397,532
Chevrolet,Equinox,1600,12/2010,diesel,129785,277,371
Chevrolet,Trailblazer,3000,08/1990,elektrisch,56257,85,114
Ford,Ranger,3000,12/2013,lpg,107984,178,239
Hyundai,Santa Fe,2600,10/2006,lpg,98921,341,457
Volvo,V90,4800,08/2015,diesel,77918,107,143
Kia,Niro,1000,09/1997,elektrisch,298949,50,67
Chevrolet,Trailblazer,1300,02/2022,benzine,129759,263,353
Peugeot,5008,1000,05/2005,lpg,38703,318,426
Mercedes-Benz,GLS,2200,03/2020,elektrisch,168882,328,440
Hyundai,Kona,2100,07/2004,lpg,175644,236,316
Mercedes-Benz,C-Class,1100,05/1994,elektrisch,84698,104,139
BMW,i8,1400,10/2000,lpg,102889,79,106
Porsche,7w8 Cayian,2000,12/1998,lpg,154946,381,511
Renault,Megane,3200,06/1999,elektrisch,1000010,260,349
Volkswagen,Tiguan,2700,11/1996,benzine,35124,267,358
Tesla,Model S,2200,09/2007,biodiesel,86987,68,91
Mercedes-Benz,Sprinter,1400,08/2001,elektrisch,140013,107,143
Hyundai,Accent,1600,12/2021,lpg,168563,80,107
Ferrari,SF90 Stradale,2500,03/1993,elektrisch,94194,119,160
Kia,Sorento,3500,01/2008,elektrisch,172545,382,512
Mazda,Mazda3,1400,06/1991,diesel,258870,253,339
Volkswagen,Touareg,1900,04/1998,elektrisch,192383,257,345
Volkswagen,Jetta,1400,06/2016,benzine,141419,312,418
Subaru,Ascent,3200,09/1999,diesel,224440,66,89
BMW,Rumplumplum,1800,03/2019,lpg,14128,75,101
Tesla,Roadster,1900,08/2009,diesel,220972,301,404
Chevrolet,Silverado,1700,05/1996,benzine,49167,262,351
Chevrolet,Suburban,3500,06/1998,diesel,95322,367,492
Volkswagen,Passat,3600,04/1995,diesel,32524,118,158
Mazda,CX-30,1600,09/2004,elektrisch,234929,229,307
Volvo,XC60,1200,09/2010,diesel,162419,46,62
Volkswagen,Jetta,3400,02/1991,lpg,283279,339,455
Porsche,Cayenne,1200,03/2001,benzine,45813,105,141
Lamborghini,Veneno,2700,11/2006,benzine,152237,324,434
BMW,X7,2800,11/2007,benzine,62720,284,381
Lamborghini,Rumplumplum,3400,10/2004,diesel,171410,384,515
Mazda,Mazda6,1100,07/2017,elektrisch,244207,342,459
Tesla,Model 3,3600,07/1985,elektrisch,236947,344,461
Fiat,500,3200,09/1999,benzine,222878,71,95
Mazda,Rumplumplum,3000,11/1998,elektrisch,113286,79,106
Volvo,V60,3200,03/2020,benzine,-1,269,361
Peugeot,3008,1500,06/2011,lpg,27670,272,365
Ferrari,812 Superfast,3600,09/1998,diesel,176818,153,205
Ford,F-150,3000,08/2000,diesel,288937,162,217
Fiat,124 Spider,3600,11/2010,elektrisch,2309,174,233
Honda,Passport,2300,04/2012,benzine,188335,374,502
Alfa Romeo,4C,1600,05/2005,diesel,295884,180,241
Chevrolet,Corvette,2600,02/2006,elektrisch,38190,260,349
Peugeot,308,1700,06/1970,diesel,64086,308,413
Ford,Mustang,1900,03/1993,benzine,24275,75,101
Peugeot,Rifter,3600,01/2009,benzine,-1,397,532
Volkswagen,Polo,1400,01/2022,biodiesel,23131,100,134
Renault,Zoe,1600,11/2010,diesel,299552,105,141
BMW,5 Series,3000,12/1999,elektrisch,25533,54,72
Audi,j6,1500,02/1991,diesel,260178,72,97
Fiat,500,2700,02/2015,elektrisch,293672,279,374
Volkswagen,Atlas,1900,11/2004,elektrisch,130353,165,221
Alfa Romeo,Rumplumplum,1100,08/2006,lpg,246856,59,79
BMW,5 Series,2400,11/2023,lpg,272732,341,457
Mitsubishi,Eclipse Cross,2900,05/1998,elektrisch,139480,149,200
Ferrari,SF90 Stradale,1700,12/2021,elektrisch,57413,323,433
Volvo,S60,3500,01/1953,lpg,235553,301,404
Jeep,Cherokee,1500,07/1994,elektrisch,106418,202,271
Hyundai,Elantra,1000,12/2010,benzine,263517,46,62
Honda,Ridgeline,2000,12/1988,diesel,254543,193,259
Lamborghini,Murcielago,2000,02/2000,diesel,11428,320,429
Ford,Mustang,1900,09/2015,lpg,21542,367,492
Peugeot,508,2500,03/2003,benzine,67050,156,209
Alfa Romeo,Giulietta,2400,09/1994,lpg,1000010,139,186
Jeep,Patriot,2400,02/1991,elektrisch,108567,371,498
Volkswagen,ID.4,2800,06/2000,benzine,167748,51,68
Ferrari,SF90 Stradale,2700,04/2003,benzine,243037,206,276
Renault,Clio,2100,05/2006,elektrisch,164898,83,111
Mercedes-Benz,GLA,2400,04/1997,benzine,94067,52,70
Mazda,Mazda3,2500,01/1995,elektrisch,289127,125,168
Subaru,WRX,1200,10/2010,benzine,87121,52,70
Fiat,Tipo,1100,02/1994,benzine,189461,353,473
Audi,Q5,1500,03/2011,elektrisch,5694,129,173
Nissad,Leaf,2300,11/1997,lpg,8351,87,117
Mazda,CX-5,2100,08/2024,lpg,131554,182,244
Volvo,XC90,2500,10/2006,benzine,53009,286,384
Nissan,370Z,1800,03/1995,lpg,262794,56,75
Fiat,Panda,2900,07/1992,lpg,50350,317,425
Lamborghini,Reventon,1900,01/2023,lpg,111599,391,524
Mazda,MX-5 Miata,2900,12/2010,elektrisch,128739,263,353
Hyundai,Santa Fe,2700,12/2009,elektrisch,32228,382,512
Volvo,C40,1000,09/1995,benzine,108023,335,449
Subaru,WRX,4800,02/1993,diesel,100839,170,228
Mazda,Mazda3,1800,11/2021,diesel,13194,288,386
Volkswagen,Passat,1500,11/2017,benzine,35124,155,208
Mitsubishi,bfrqge,1900,08/2020,lpg,144565,223,299
Volkswagen,ciguan,2100,10/2012,diesel,98718,198,266
Volvo,V60,3000,10/2003,diesel,250444,369,495
Porsche,Macan,1900,06/2018,benzine,-1,40,54
Honda,Pilot,1600,07/2010,lpg,156868,170,228
Ford,Escape,1200,08/2012,diesel,193028,91,122
Volkswagen,Jetta,2100,09/2012,lpg,136282,359,481
Volkswagen,Arteon,1100,11/2003,benzine,40910,254,341
Kia,Rio,1200,03/2015,biodiesel,96817,361,484
Audi,A4,2700,12/2009,elektrisch,170202,271,363
Hyundai,Palisade,3200,05/2014,lpg,251717,232,311
BMW,7 Series,1800,12/2009,benzine,211915,244,327
Kia,Telluride,3000,05/2008,lpg,284814,147,197
Mazda,Mazda3,2200,08/2016,diesel,72859,76,102
Alfa Romeo,Giulietta,3000,06/1992,elektrisch,13482,227,304
Ferrari,488,1800,01/1993,diesel,68023,183,245
Chevrolet,Impala,2000,05/2024,diesel,7223,353,473
Subaru,BRZ,1800,10/2014,lpg,241111,74,99
Nissan,Pathfinder,2900,05/2015,elektrisch,140594,326,437
Hyundai,Elantra,1100,10/2003,diesel,-1,351,471
Lamborghini,Reventon,3100,02/1957,diesel,21503,113,152
Alfa Romeo,Spider,1300,08/2018,diesel,233137,120,161
Renault,Kadjar,1300,08/2005,benzine,200179,381,511
Tesla,Model Y,1800,11/2016,biodiesel,180359,121,162
Fiat,Doblo,2400,06/2016,diesel,85080,331,444
Volvo,S90,2000,04/2010,benzine,188991,312,418
Subaru,Forester,1400,10/1992,benzine,242336,221,296
Mercedes-Benz,AMG GT,2000,07/1993,lpg,112467,121,162
Audi,Q8,2800,02/2024,elektrisch,-1,100,134
Volkswagen,ID.4,3500,01/2006,benzine,13155,338,453
Porsche,Cayenne,2700,11/2016,lpg,160589,177,237
Subaru,Outback,1000,06/2012,lpg,232715,391,524
Volkswagen,Tiguan,3500,10/1998,elektrisch,206884,191,256
